ID,Name,Birth,Sex,Idsocial
18120028,Phan Huu Chuc,3/12/2000,Nam,4325448
18120029,Nguyen Duy Anh Chuong,11/3/2000,Nam,2378495
18120030,Dang Quoc Cuong,12/11/2000,Nu,9983282
17120031,Bach Thanh Chien,3/3/1999,Nam,4262939
17120032,Hoang Khuy,20/2/1999,Nu,6413589
17120033,Huynh Hoang,18/7/1999,Nam ,9116416
17120034,Hoang Thu tu,12/5/1999,Nu,4554334
17120035,Tu Huu Tinh,2/8/1999,Nam,3777091
17120036,Tinh Thin,5/5/1999,Nu,7010233
17120037,Hoang Ha,10/1/1999,Nam,8968541
17120038,Buong Tha ,1/2/1999,Nu,5671417
17120039,Tha Thu,14/5/1999,Nam,2972123
17120040,Gu Chao,3/5/1999,Nu,2830799
17120041,Giang Ha,29/12/1999,Nam ,7683944
17120042,Son Dia,2/1/1999,Nu,6210361
17120043,Dia Chan,15/2/1999,Nam,7481026
17120044,Khinh Than,14/10/1999,Nu,2787334
17120045,Khai Hoang,27/1/1999,Nam,7243359
17120046,Chung Ta,5/5/1999,Nu,4407265
17120047,Co Phai ,5/6/1999,Nam,1780947
17120048,La Nhung,5/12/1999,Nu,5284243
17120049,Con Nguoi,19/8/1999,Nam ,2694950
17120050,Ly Tri,25/12/1999,Nu,3861149
17120051,Quyet Moi ,6/2/1999,Nam,9975960
17120052,Van Vuong,10/11/1999,Nu,1724856
17120053,Suy Tnh,28/11/1999,Nam,2134648
17120054,Can Than,5/5/1999,Nu,4698440
17120055,Thoi Gian,5/4/1999,Nam,9026065
17120056,Dai Truong,1/12/1999,Nu,9909350
17120057,Hoc Gia,15/8/1999,Nam ,6998057
17120058,Gieo Rat,6/10/1999,Nu,2543023
17120059,Quan Diem,26/5/1999,Nam,7309834
17120060,Thong Nhat,26/3/1999,Nu,5751063
17120001,Thong Qua,9/5/1999,Nam,6426583
17120002,Mot Loat,21/12/1999,Nam,3110681
17120003,Nhien Cuu,15/5/1999,Nam,2983754
17120004,Nhanh cham,23/9/1999,Nam,5212588
17120005,Sao Tai,2/1/1999,Nam,9591785
17120006,Hoan Toan,7/6/1999,Nu,1729679
17120007,Van Toan,24/5/1999,Nu,7104286
17120008,Nhu Y,11/4/1999,Nu,7097407
17120009,Ngoc Tram,20/5/1999,Nu,1717489
17120010,Tram Tinh ,3/7/1999,Nu,4088147
17120011,Vo Menh,19/7/1999,Nu,3441601
17120012,Song Senh,9/10/1999,Nam,5648215
17120013,Khuong Tu,31/5/1999,Nam,4146443
17120014,Tu Tran,24/11/1999,Nam,9123548
17120015,Cam Cuc,7/2/1999,Nam,1167714
17120016,Anh Mong,14/10/1999,Nu,7844680
17120017,Tung Trai,25/10/1999,Nam,9025924
17120018,Truoc Het,27/2/1999,Nu,7857662
17120019,Hoan Lai,7/4/1999,Nu,4715967
17120020,Phung Dieu,7/9/1999,Nu,9283573
17120021,Khuong Nha,29/4/1999,Nam,1581879
17120022,Trai Dang,16/6/1999,Nam,1138989
17120023,Thuc TE,27/10/1999,Nam,2530304
17120024,Giai Thich,11/2/1999,Nam,7107246
17120025, Thu Hut,3/9/1999,Nu,2044155
17120026,Nhat Chinh,17/9/1999,Nu,6754959
17120027,Dang Duc,14/6/1999,Nu,3159143
17120028,Dang Cuc,29/5/1999,Nu,9913182
17120029,Thua Thoi,28/3/1999,Nam,6591433
17120030,Khoi Thi,23/4/1999,Nu,8670624
