ID,Name,Birth,Sex,Idsocial
18120034,Cao Hung,13/05/2000,Nam,6672022
18120035,Cao Thai,06/02/2000,Nam,1911510
18120036,Cortana,03/12/2000,Nu,7429264
18120037,Co Vo ,14/03/2000,Nam,9528939
18120038,Truong A,14/07/2000,Nam,3764660
18120039,Eo Thi Xa,15/11/2000,Nu,5831398
18120040,Hua Vo Thien,21/09/2000,Nam,4926784
18120041,Han Lap,15/03/2000,Nam,5544095
18120042,Huy Hoang,01/10/2000,Nam,3067031
18120043,Ghe Sa,13/03/2000,Nam,8755075
18120044,Khuong An An,28/07/2000,Nu,8662249
18120045,Khuong Vong,04/04/2000,Nam,3699330
18120046,Lam Bao Ngoc,06/03/2000,Nu,8803894
18120047,Lam Van Thien,04/06/2000,Nam,9582497
18120048,Long Tuoc,05/07/2000,Nam,5851633
18120049,Luc Tram,06/10/2000,Nam,4458620
18120050,Mieu A Cau,29/05/2000,Nam,9631535
18120051,Nga Tam,04/06/2000,Nam,9109761
18120052,Ngo Th?a An,26/05/2000,Nam,8269666
18120053,Nguyen Hoa,23/01/2000,Nam,1698302
18120054,Nguyen Thi A,07/04/2000,Nam,7425584
18120055,Thien Sinh,16/06/2000,Nam,5664489
18120056,Tran Binh An,14/03/2000,Nam,8397890
18120057,Tran Vong Tinh,30/12/2000,Nu,6530776
18120058,Truong Tieu Pham,21/12/2000,Nam,4748439
18120059,Vuong Chi Hao,05/05/2000,Nam,8745937
18120060,Vuong Thong Thien,25/12/2000,Nu,9371947
18120061,Vuong Vong Thien,15/06/2000,Nam,1083112
18120062,Vuong Trieu,05/09/2000,Nam,5755513
20120031,Nguyen Tien Dat,27/11/2002,Nam,5436315
20120032,Tran Nguyen Thanh Dat,14/02/2002,Nam,6583531
20120033,Tran Nguyen Minh Dong,29/03/2002,Nu,7892886
20120034,Ho Thi Kim Dung,14/01/2002,Nam,4200589
20120035,Le Thi Thuy Duong,15/01/2002,Nam,1880769
20120036,Mai Quoc Duy,06/01/2002,Nu,7128167
20120037,Nguyen Thi Hong Gam,20/04/2002,Nam,7609730
20120038,Nguyen Quynh Giang,25/03/2002,Nam,4662208
20120039,Nguyen Thi Thu Ha,09/11/2002,Nu,8649955
20120040,Tran My Han,21/11/2002,Nam,4240891
20120041,Le Ngoc Thanh Hien,01/07/2002,Nam,6325659
20120042,Le Viet Hien,10/03/2002,Nu,2897949
20120043,Vo Minh Hieu,07/11/2002,Nam,5000730
20120044,Phan My Hue,21/11/2002,Nam,1665888
20120045,Nguyen Thi Kim Huong,22/12/2002,Nu,3058472
20120046,Nguyen Le Hoang Huy,01/12/2002,Nam,6868950
20120047,Tang Giac Huy,10/10/2002,Nam,5794959
20120048,Dao Thi Huyen,26/05/2002,Nu,2694830
20120049,Huynh Tan Thanh Kha,01/04/2002,Nam,3310983
20120050,Tran Van Khai,25/02/2002,Nam,3561838
20120051,Truong Vi Khang,29/08/2002,Nu,3796985
20120052,Dang Dang Khoa,07/10/2002,Nam,5539753
20120053,Nguyen Tran Nhac Khoa,28/08/2002,Nam,3300942
20120054,Ho Le Minh Khue,10/09/2002,Nu,6412820
20120055,Pham Thi Thuy Kieu,11/06/2002,Nam,4706005
20120056,Pham Tran Thien Kim,19/10/2002,Nam,3878874
20120057,Le Vinh Lam,20/07/2002,Nu,6731505
20120058,Nguy Ngoc Hoang Lan,25/02/2002,Nam,1749892
20120059,Dang Thi Yen Linh,25/12/2002,Nam,6837692
20120060,Nguyen Doan Nhu Linh,19/03/2002,Nu,4504613
20120061,Nguyen Hoang Gia Linh,15/01/2002,Nam,7239651
20120062,Nguyen Thi Truc Linh,17/07/2002,Nam,4339550
20120063,Tran Quang Linh,08/09/2002,Nu,5598758
20120064,Nguyen Huu Loc,25/10/2002,Nam,2587232
20120065,Nguyen Cam Ly,02/06/2002,Nam,5454686
20120066,Nguyen Quang Minh,11/07/2002,Nu,4660416
20120067,Ta Duong Anh Minh,21/12/2002,Nam,2499353
20120068,Ngo Quynh My,27/09/2002,Nam,6928825
20120069,Nguyen Mai Nhat My,19/11/2002,Nu,4935881
20120070,Tran Thi Truc My,28/09/2002,Nam,4886718
20120071,Dang Hoang Nam,24/07/2002,Nam,9063093
20120072,Ly Kim Ngan,07/11/2002,Nu,5148855
20120073,Nguyen Huynh Kim Ngan,01/08/2002,Nam,7525081
20120074,Tran Vu Kim Ngan,28/02/2002,Nam,3364640
20120075,Luong Ngoc Nghi,23/06/2002,Nu,9165601
20120076,Nguyen Phuong Nghi,07/05/2002,Nam,7034521
20120077,Tran Phuong Nghi,04/01/2002,Nam,6376942
20120078,Truong Tu Nghi,20/12/2002,Nu,8107546
20120079,Tran Le Thanh Ngoc,16/02/2002,Nam,9538736
20120080,Do Ngoc Phuong Nhi,12/03/2002,Nam,4704195
20120081,Nguyen Ngoc Nhu,24/02/2002,Nu,9875786
20120082,Tran Quynh Nhu,04/02/2002,Nam,9860002
20120083,Van Cam Nhung,12/10/2002,Nam,1216374
20120084,Ha Hoang Oanh,20/11/2002,Nu,1315471
20120085,Bui Tan Phat,18/01/2002,Nam,7419309
20120086,Nguyen Tan Phat,07/05/2002,Nam,6192477
20120087,Quach Hong Phat,14/10/2002,Nu,2978609
20120088,Huynh Yen Phi,12/05/2002,Nam,7099102
20120089,Nguyen Dinh Phi,02/01/2002,Nam,6292278
20120090,Lam Dinh Gia Phu,24/01/2002,Nu,2141377
