ID,Name,Birth,Sex,Idsocial
20120034,Ho Thi Kim Dung,14/01/2002,Nam,4200589
20120035,Le Thi Thuy Duong,15/01/2002,Nam,1880769
20120036,Mai Quoc Duy,06/01/2002,Nu,7128167
20120037,Nguyen Thi Hong Gam,20/04/2002,Nam,7609730
20120038,Nguyen Quynh Giang,25/03/2002,Nam,4662208
20120039,Nguyen Thi Thu Ha,09/11/2002,Nu,8649955
20120040,Tran My Han,21/11/2002,Nam,4240891
20120041,Le Ngoc Thanh Hien,01/07/2002,Nam,6325659
20120042,Le Viet Hien,10/03/2002,Nu,2897949
20120043,Vo Minh Hieu,07/11/2002,Nam,5000730
20120044,Phan My Hue,21/11/2002,Nam,1665888
20120045,Nguyen Thi Kim Huong,22/12/2002,Nu,3058472
20120046,Nguyen Le Hoang Huy,01/12/2002,Nam,6868950
20120047,Tang Giac Huy,10/10/2002,Nam,5794959
20120048,Dao Thi Huyen,26/05/2002,Nu,2694830
20120049,Huynh Tan Thanh Kha,01/04/2002,Nam,3310983
20120050,Tran Van Khai,25/02/2002,Nam,3561838
20120051,Truong Vi Khang,29/08/2002,Nu,3796985
20120052,Dang Dang Khoa,07/10/2002,Nam,5539753
20120053,Nguyen Tran Nhac Khoa,28/08/2002,Nam,3300942
20120054,Ho Le Minh Khue,10/09/2002,Nu,6412820
20120055,Pham Thi Thuy Kieu,11/06/2002,Nam,4706005
20120056,Pham Tran Thien Kim,19/10/2002,Nam,3878874
20120057,Le Vinh Lam,20/07/2002,Nu,6731505
20120058,Nguy Ngoc Hoang Lan,25/02/2002,Nam,1749892
20120059,Dang Thi Yen Linh,25/12/2002,Nam,6837692
20120060,Nguyen Doan Nhu Linh,19/03/2002,Nu,4504613
20150001,Tran Ngoc Anh Thu,25/06/2002,Nam,7790911
20150002,Nguyen Thi Cam Tien,06/04/2002,Nam,1950289
20150003,Tran Thuy Tien,23/02/2002,Nu,1772829
20150004,Tran Que Tram,25/04/2002,Nam,1276710
20150005,Nguyen Thi Tuyet Tran,29/10/2002,Nam,6712140
20150006,Bui Thi Le Trang,25/08/2002,Nu,3025703
20150007,Pham Thi Phuong Trang,24/01/2002,Nam,5564892
20150008,Pham Doan Minh Tri,06/08/2002,Nam,9627640
20150009,Le Pham Minh Triet,06/11/2002,Nu,8370511
20150010,Kieu Phuong Tu,06/07/2002,Nam,9224046
20150011,Dang Hoang Minh Tuan,07/03/2002,Nam,5809439
20150012,Nguyen Quoc Tuan,06/04/2002,Nu,3607677
20150013,Nguyen Ngoc Khanh Tuong,13/08/2002,Nam,8992320
20150014,Thai Thi Huynh Tuyen,02/12/2002,Nam,2750422
20150015,Lam My Uyen,18/04/2002,Nu,2379759
20150016,Ngo Thi Uyen,27/03/2002,Nam,7871205
20150017,Le Khanh Vinh,07/02/2002,Nam,7430609
20150018,Thai Minh Vu,03/06/2002,Nu,9089195
20150019,Doan Trieu Vy,16/05/2002,Nam,5410090
20150020,Huynh Thuy Vy,30/07/2002,Nam,6178796
20150021,Le Yen Vy,01/12/2002,Nu,1052443
20150022,Luong Cam Vy,25/08/2002,Nam,2652547
20150023,Nguyen Pham Tuong Vy,13/08/2002,Nam,7262739
20150024,Nguyen Pham Tuong Vy,25/02/2002,Nu,7510026
20150025,Pham Ngoc Thuy Vy,21/04/2002,Nam,3537269
20150026,Tran Thanh Vy,02/07/2002,Nam,4055975
20150027,Hua Kim Yen,01/08/2002,Nu,7060410
20150028,Nguyen Quynh Anh,01/05/2002,Nam,1169885
20150029,Nguyen Thi Kim Anh,01/09/2002,Nam,3008957
20150030,Mai Duc Canh,01/03/2002,Nu,8503925
20110001,Pham Huy Truong Duc,23/05/2002,Nam,9171891
20110002,Vo Ho Thanh Duy,21/08/2002,Nam,2307147
20110003,Le Thi Thuy Giang,04/06/2002,Nu,3561181
20110004,Huynh Gia Han,12/09/2002,Nam,1237672
20110005,Nguyen Thi Ngoc Han,04/01/2002,Nam,1912271
20110006,Ngo Quoc Hieu,28/05/2002,Nu,9568514
20110007,Tran Minh Hoang,10/12/2002,Nam,5673076
20110008,Nguyen Thi My Hong,24/11/2002,Nam,2818979
20110009,Truong Nguyen Ngoc Hue,29/2/2002,Nu,4581835
20110010,Van Ngoc Khai,08/04/2002,Nam,4514975
20110011,Vo Phi Long,30/09/2002,Nam,9413243
20110012,Nguyen Viet Luan,30/09/2002,Nu,7760233
20110013,Khuu To Nga,03/08/2002,Nam,3404299
20110014,Nguyen Luu Bich Ngan,14/11/2002,Nam,8019733
20110015,Truong Thanh Ngan,09/09/2002,Nu,7178602
20110016,Vo Thanh Ngan,10/06/2002,Nam,3367349
20110017,Vo Thi Hong Nguyen,10/03/2002,Nam,7644918
20110018,Nguyen Quynh Nhu,10/05/2002,Nu,1004162
20110019,Phan Thi Hoang Oanh,21/08/2002,Nam,3375481
20110020,Bui Lieu Mai Phuong,15/03/2002,Nam,6643584
20110021,Pham Le Anh Quan,30/04/2002,Nu,7487098
20110022,Nguyen Ngoc Nhu Quynh,17/12/2002,Nam,2070463
20110023,Dinh Van Thanh,07/07/2002,Nam,3982751
20110024,Le Hoang Nhu Thao,07/07/2002,Nu,1451386
20110025,Nguyen Thi Phuong Thi,17/12/2002,Nam,8112057
20110026,Mai Huynh Chi Thong,10/04/2002,Nam,9445872
20110027,Dang Pham Anh Thu,23/06/2002,Nu,3698812
20110028,Ngo Thien Thu,18/09/2002,Nam,1896238
20110029,Nguyen Chi Hoa Thuan,25/09/2002,Nam,7036457
20110030,Cao Hoang Khanh Tran,10/12/2002,Nu,3928925
