ID,Name,Birth,Sex,Idsocial
20120034,Ho Thi Kim Dung,14/01/2002,Nam,4200589
20120035,Le Thi Thuy Duong,15/01/2002,Nam,1880769
20120036,Mai Quoc Duy,06/01/2002,Nu,7128167
20120037,Nguyen Thi Hong Gam,20/04/2002,Nam,7609730
20120038,Nguyen Quynh Giang,25/03/2002,Nam,4662208
20120039,Nguyen Thi Thu Ha,09/11/2002,Nu,8649955
20120040,Tran My Han,21/11/2002,Nam,4240891
20120041,Le Ngoc Thanh Hien,01/07/2002,Nam,6325659
20120042,Le Viet Hien,10/03/2002,Nu,2897949
20120043,Vo Minh Hieu,07/11/2002,Nam,5000730
20120044,Phan My Hue,21/11/2002,Nam,1665888
20120045,Nguyen Thi Kim Huong,22/12/2002,Nu,3058472
20120046,Nguyen Le Hoang Huy,01/12/2002,Nam,6868950
20120047,Tang Giac Huy,10/10/2002,Nam,5794959
20120048,Dao Thi Huyen,26/05/2002,Nu,2694830
20120049,Huynh Tan Thanh Kha,01/04/2002,Nam,3310983
20120050,Tran Van Khai,25/02/2002,Nam,3561838
20120051,Truong Vi Khang,29/08/2002,Nu,3796985
20120052,Dang Dang Khoa,07/10/2002,Nam,5539753
20120053,Nguyen Tran Nhac Khoa,28/08/2002,Nam,3300942
20120054,Ho Le Minh Khue,10/09/2002,Nu,6412820
20120055,Pham Thi Thuy Kieu,11/06/2002,Nam,4706005
20120056,Pham Tran Thien Kim,19/10/2002,Nam,3878874
20120057,Le Vinh Lam,20/07/2002,Nu,6731505
20120058,Nguy Ngoc Hoang Lan,25/02/2002,Nam,1749892
20120059,Dang Thi Yen Linh,25/12/2002,Nam,6837692
20120060,Nguyen Doan Nhu Linh,19/03/2002,Nu,4504613
20120061,Nguyen Hoang Gia Linh,15/01/2002,Nam,7239651
20120062,Nguyen Thi Truc Linh,17/07/2002,Nam,4339550
20120063,Tran Quang Linh,08/09/2002,Nu,5598758
20120064,Nguyen Huu Loc,25/10/2002,Nam,2587232
20120065,Nguyen Cam Ly,02/06/2002,Nam,5454686
20120066,Nguyen Quang Minh,11/07/2002,Nu,4660416
20120067,Ta Duong Anh Minh,21/12/2002,Nam,2499353
20120068,Ngo Quynh My,27/09/2002,Nam,6928825
20120069,Nguyen Mai Nhat My,19/11/2002,Nu,4935881
20120070,Tran Thi Truc My,28/09/2002,Nam,4886718
20120071,Dang Hoang Nam,24/07/2002,Nam,9063093
20120072,Ly Kim Ngan,07/11/2002,Nu,5148855
20120073,Nguyen Huynh Kim Ngan,01/08/2002,Nam,7525081
20120074,Tran Vu Kim Ngan,28/02/2002,Nam,3364640
20120075,Luong Ngoc Nghi,23/06/2002,Nu,9165601
20120076,Nguyen Phuong Nghi,07/05/2002,Nam,7034521
20120077,Tran Phuong Nghi,04/01/2002,Nam,6376942
20120078,Truong Tu Nghi,20/12/2002,Nu,8107546
20120079,Tran Le Thanh Ngoc,16/02/2002,Nam,9538736
20120080,Do Ngoc Phuong Nhi,12/03/2002,Nam,4704195
20120081,Nguyen Ngoc Nhu,24/02/2002,Nu,9875786
20120082,Tran Quynh Nhu,04/02/2002,Nam,9860002
20120083,Van Cam Nhung,12/10/2002,Nam,1216374
20120084,Ha Hoang Oanh,20/11/2002,Nu,1315471
20120085,Bui Tan Phat,18/01/2002,Nam,7419309
20120086,Nguyen Tan Phat,07/05/2002,Nam,6192477
20120087,Quach Hong Phat,14/10/2002,Nu,2978609
20120088,Huynh Yen Phi,12/05/2002,Nam,7099102
20120089,Nguyen Dinh Phi,02/01/2002,Nam,6292278
20120090,Lam Dinh Gia Phu,24/01/2002,Nu,2141377
20150031,Nguyen Thi Thuy Duong,29/11/2002,Nam,4409634
20150032,Phan Thi Ngoc Duyen,20/03/2002,Nam,8251799
20150033,Bui Ngoc Cam Giang,10/08/2002,Nu,6313984
20150034,Nguyen Huu Tuan Hiep,30/09/2002,Nam,8290972
20150035,Tran Thi Hoai My,29/03/2002,Nam,1913528
20150036,Dang Gia Huong,13/10/2002,Nu,5462502
20150037,Le Thai Phuong Khanh,03/08/2002,Nam,9810384
20150038,Phan Dang Khoi,13/12/2002,Nam,6252913
20150039,Nguyen Trong Khuong,03/10/2002,Nu,3516018
20150040,Do Thi Phuong Linh,21/04/2002,Nam,4750001
20150041,Le Hoang Minh,19/07/2002,Nam,7314371
20150042,Duong My Mui,05/02/2002,Nu,8229894
20150043,Ho Thi My My,21/11/2002,Nam,9788567
20150044,Nguyen Thi Thien Nga,22/02/2002,Nam,7673306
20150045,Lai Truc Phuong,11/01/2002,Nu,1955086
20150046,Le Nguyen Cuc Phuong,07/12/2002,Nam,3781196
20150047,Nguyen Thien Quang,17/12/2002,Nam,6666611
20150048,Tran Tu Quyen,09/05/2002,Nu,6173242
20150049,Nguyen Nhu Quynh,23/03/2002,Nam,5452463
20150050,Lam Thi Thu Thao,30/05/2002,Nam,8055699
20150051,Ho Ngoc Thao Tien,06/11/2002,Nu,6773088
20150052,Nguyen Huynh Thuy Tien,16/06/2002,Nam,2740475
20150053,Pham Thanh Toan,06/07/2002,Nam,2413356
20150054,Vo Hoai Nhu Truc,16/07/2002,Nu,2243065
20150055,Le Ngoc Minh Tuyen,09/04/2002,Nam,7670792
20150056,Truong Nhat Uyen,24/08/2002,Nam,7078102
20150057,Ngo Minh Chau,17/02/2002,Nu,7805730
20150058,Duong Tan Dat,23/01/2002,Nam,1345252
20150059,Tran Thi My Dieu,22/12/2002,Nam,5379104
20150060,Do Huy Du,21/08/2002,Nu,3877441
