ID,Name,Birth,Sex,IDSocial
19170026,Le Thai Phuong Khanh,06/12/2000,Nam,9810384
19170027,Phan Dang Khoi,16/04/2000,Nam,6252913
19170028,Nguyen Trong Khuong,27/11/2000,Nu,3516018
19170029,Do Thi Phuong Linh,10/09/2000,Nam,4750001
19170030,Le Hoang Minh,07/12/2000,Nam,7314371
19170031,Duong My Mui,24/05/2000,Nu,8229894
19170032,Ho Thi My My,03/09/2000,Nam,9788567
19170033,Nguyen Thi Thien Nga,25/12/2000,Nam,7673306
19170034,Lai Truc Phuong,22/09/2000,Nu,1955086
19170035,Le Nguyen Cuc Phuong,06/12/2000,Nam,3781196
19170036,Nguyen Thien Quang,16/05/2000,Nam,6666611
19170037,Tran Tu Quyen,18/09/2000,Nu,6173242
19170038,Nguyen Nhu Quynh,26/09/2000,Nam,5452463
19170039,Lam Thi Thu Thao,11/12/2000,Nam,8055699
19170040,Ho Ngoc Thao Tien,05/04/2000,Nu,6773088
19170041,Nguyen Huynh Thuy Tien,07/09/2000,Nam,2740475
19170042,Pham Thanh Toan,15/06/2000,Nam,2413356
19170043,Vo Hoai Nhu Truc,18/10/2000,Nu,2243065
19170044,Le Ngoc Minh Tuyen,25/11/2000,Nam,7670792
19170045,Truong Nhat Uyen,14/12/2000,Nam,7078102
19170046,Ngo Minh Chau,29/03/2000,Nu,7805730
19170047,Duong Tan Dat,15/11/2000,Nam,1345252
19170048,Tran Thi My Dieu,10/01/2000,Nam,5379104
19170049,Do Huy Du,10/10/2000,Nu,3877441
