ID,Name,Birth,Sex,Idsocial
20170004,Nguyen Vuong Hoang Phuc,07/02/2002,Nam,6636008
20170005,Vo Nguyen Huu Phuoc,10/04/2002,Nam,2891017
20170006,Cao Xuan Hong Phuong,10/05/2002,Nu,4765280
20170007,Dang Thi Hoang Phuong,24/09/2002,Nam,4770602
20170008,Nguyen Hoang Phuong,17/11/2002,Nam,6354966
20170009,Nguyen Nam Phuong,08/11/2002,Nu,1479640
20170010,Tran Thi Thu Phuong,01/09/2002,Nam,7280101
20170011,Bui Dinh Minh Quan,12/07/2002,Nam,7043774
20170012,Nguyen Hoang Quan,05/02/2002,Nu,7601726
20170013,Nguyen Minh Quan,17/01/2002,Nam,2013507
20170014,Tran Quan,07/12/2002,Nam,1740123
20170015,Vo Minh Quan,04/10/2002,Nu,9742689
20170016,Huynh Nhat Quang,06/03/2002,Nam,9365492
20170017,Vo Phan Thi To Quyen,02/01/2002,Nam,7602135
20170018,Ho Thi Nhu Quynh,16/07/2002,Nu,3959861
20170019,Bui Huynh Phuoc Sang,19/12/2002,Nam,5450677
20170020,Tran Ngoc Son,21/02/2002,Nam,3762283
20170021,Tran Thanh Tam,02/01/2002,Nu,6254554
20170022,Nguyen Le Thanh Thang,06/08/2002,Nam,6836539
20170023,Nguyen Tuan Thanh,27/04/2002,Nam,8711009
20170024,Nguyen Ngoc Thanh Thao,19/01/2002,Nu,8746546
20170025,Dang Ngoc Thi,23/01/2002,Nam,6758165
20170026,Ngo Ngoc Linh Thi,01/05/2002,Nam,3521718
20170027,Nguyen Thi Cam Thi,15/07/2002,Nu,8094019
20170028,Tran Duc Thien,15/11/2002,Nam,8726478
20170029,Tran Minh Thien,29/05/2002,Nam,8868992
20170030,Lai Thi Anh Thu,22/09/2002,Nu,3141619
20150031,Nguyen Thi Thuy Duong,29/11/2002,Nam,4409634
20150032,Phan Thi Ngoc Duyen,20/03/2002,Nam,8251799
20150033,Bui Ngoc Cam Giang,10/08/2002,Nu,6313984
20150034,Nguyen Huu Tuan Hiep,30/09/2002,Nam,8290972
20150035,Tran Thi Hoai My,29/03/2002,Nam,1913528
20150036,Dang Gia Huong,13/10/2002,Nu,5462502
20150037,Le Thai Phuong Khanh,03/08/2002,Nam,9810384
20150038,Phan Dang Khoi,13/12/2002,Nam,6252913
20150039,Nguyen Trong Khuong,03/10/2002,Nu,3516018
20150040,Do Thi Phuong Linh,21/04/2002,Nam,4750001
20150041,Le Hoang Minh,19/07/2002,Nam,7314371
20150042,Duong My Mui,05/02/2002,Nu,8229894
20150043,Ho Thi My My,21/11/2002,Nam,9788567
20150044,Nguyen Thi Thien Nga,22/02/2002,Nam,7673306
20150045,Lai Truc Phuong,11/01/2002,Nu,1955086
20150046,Le Nguyen Cuc Phuong,07/12/2002,Nam,3781196
20150047,Nguyen Thien Quang,17/12/2002,Nam,6666611
20150048,Tran Tu Quyen,09/05/2002,Nu,6173242
20150049,Nguyen Nhu Quynh,23/03/2002,Nam,5452463
20150050,Lam Thi Thu Thao,30/05/2002,Nam,8055699
20150051,Ho Ngoc Thao Tien,06/11/2002,Nu,6773088
20150052,Nguyen Huynh Thuy Tien,16/06/2002,Nam,2740475
20150053,Pham Thanh Toan,06/07/2002,Nam,2413356
20150054,Vo Hoai Nhu Truc,16/07/2002,Nu,2243065
20150055,Le Ngoc Minh Tuyen,09/04/2002,Nam,7670792
20150056,Truong Nhat Uyen,24/08/2002,Nam,7078102
20150057,Ngo Minh Chau,17/02/2002,Nu,7805730
20150058,Duong Tan Dat,23/01/2002,Nam,1345252
20150059,Tran Thi My Dieu,22/12/2002,Nam,5379104
20150060,Do Huy Du,21/08/2002,Nu,3877441
20110001,Pham Huy Truong Duc,23/05/2002,Nam,9171891
20110002,Vo Ho Thanh Duy,21/08/2002,Nam,2307147
20110003,Le Thi Thuy Giang,04/06/2002,Nu,3561181
20110004,Huynh Gia Han,12/09/2002,Nam,1237672
20110005,Nguyen Thi Ngoc Han,04/01/2002,Nam,1912271
20110006,Ngo Quoc Hieu,28/05/2002,Nu,9568514
20110007,Tran Minh Hoang,10/12/2002,Nam,5673076
20110008,Nguyen Thi My Hong,24/11/2002,Nam,2818979
20110009,Truong Nguyen Ngoc Hue,29/2/2002,Nu,4581835
20110010,Van Ngoc Khai,08/04/2002,Nam,4514975
20110011,Vo Phi Long,30/09/2002,Nam,9413243
20110012,Nguyen Viet Luan,30/09/2002,Nu,7760233
20110013,Khuu To Nga,03/08/2002,Nam,3404299
20110014,Nguyen Luu Bich Ngan,14/11/2002,Nam,8019733
20110015,Truong Thanh Ngan,09/09/2002,Nu,7178602
20110016,Vo Thanh Ngan,10/06/2002,Nam,3367349
20110017,Vo Thi Hong Nguyen,10/03/2002,Nam,7644918
20110018,Nguyen Quynh Nhu,10/05/2002,Nu,1004162
20110019,Phan Thi Hoang Oanh,21/08/2002,Nam,3375481
20110020,Bui Lieu Mai Phuong,15/03/2002,Nam,6643584
20110021,Pham Le Anh Quan,30/04/2002,Nu,7487098
20110022,Nguyen Ngoc Nhu Quynh,17/12/2002,Nam,2070463
20110023,Dinh Van Thanh,07/07/2002,Nam,3982751
20110024,Le Hoang Nhu Thao,07/07/2002,Nu,1451386
20110025,Nguyen Thi Phuong Thi,17/12/2002,Nam,8112057
20110026,Mai Huynh Chi Thong,10/04/2002,Nam,9445872
20110027,Dang Pham Anh Thu,23/06/2002,Nu,3698812
20110028,Ngo Thien Thu,18/09/2002,Nam,1896238
20110029,Nguyen Chi Hoa Thuan,25/09/2002,Nam,7036457
20110030,Cao Hoang Khanh Tran,10/12/2002,Nu,3928925
