ID,Name,Birth,Sex,Idsocial
17120060,Thong Nhat,26/03/1999,Nu,5751063
17150003,Bui  Tai,03/11/1999,Nam,8012044
17150004,Co To Lam ,21/11/1999,Nu,2140762
17150005,Khuyet Thinh,14/11/1999,Nu,9828928
17150006,Thong Tai,25/12/1999,Nu,6224445
17150007,Van Nam Giang Thi,11/11/1999,Nam,4428944
17150008,Hao A Sinh,16/12/1999,Nam,4620615
17150009,Huynh Ngoc Tram,25/11/1999,Nu,6972489
17150010,Le Minh ,09/11/1999,Nu,6000524
17150011,Le  Hoang Quan,10/12/1999,Nu,3624236
17150012,Le Uyen Nhi,03/11/1999,Nam,4566106
17150013,Mai Thanh Binh,28/11/1999,Nam,9564314
17150014,Ghe Gom,09/12/1999,Nu,7895501
17150015,Ngun Minh Duy,15/12/1999,Nu,7152274
17150016,Nguyen Nung,06/12/1999,Nu,7823356
17150017,Nguyen Tai,23/12/1999,Nam,7566347
17150018, Kim Nhung,01/11/1999,Nam,6792749
17150019, Thuy Trang,22/12/1999,Nu,7374241
17150020,Tien Minh,29/11/1999,Nu,6722564
17150021,Nguyen Tai,13/12/1999,Nu,6469631
17150022,Nguyen Tung,10/11/1999,Nam,1323038
17150023,Trinh Ngoc Thanh,08/11/1999,Nam,8819681
17150024,Thien Tan,01/12/1999,Nu,3082121
17150025,Truong Khoa,08/12/1999,Nu,9428065
17150026,Lop Thanh,02/12/1999,Nu,2855334
17150027,Duc Dao,08/11/1999,Nam,8586141
17150028, Quang Huy,03/12/1999,Nam,6089307
17150029, Thien Hao,20/12/1999,Nu,8373841
17150030,Tuan Kiet,05/12/1999,Nu,2715971
17150031,Truong  Trong Quoc,27/12/1999,Nu,9770424
17150032,Vo Hoa,14/12/1999,Nam,6894932
18170001,Thien Nhan,28/07/2000,Nam,3448721
18170002,Ha Nhan,14/09/2000,Nu ,1575595
18170003,Nga Tai,31/03/2000,Nam,5442340
18170004,Ton Thu,04/12/2000,Nam,9488543
18170005,Thanh Nhan,27/01/2000,Nam,1259558
18170006,Ton Linh,07/07/2000,Nu ,4707212
18170007,Nguyen Khang,02/01/2000,Nam,8356576
18170008,Khanh Dien,20/09/2000,Nam,2289427
18170009,Tau Ran,14/04/2000,Nam,9032890
18170010,Thien Nguyen,12/09/2000,Nu ,1242392
18170011,Thong Sanh,03/01/2000,Nam,4320507
18170012,Sinh Nhut,17/05/2000,Nam,9971980
18170013,Khang Khang,09/05/2000,Nam,7170643
18170014,Huy ha,15/10/2000,Nu ,6052401
18170015,Hung Phuc,05/09/2000,Nam,6720243
18170016,le Cao,18/05/2000,Nam,2373036
18170017,Le Hoang,27/09/2000,Nam,5708661
18170018,Ling Trong,27/12/2000,Nu ,9800289
18170019,Sa Thi Man,18/01/2000,Nam,3541151
18170020,Xuat Son,12/02/2000,Nam,2831333
18170021,But Linh,29/11/2000,Nam,3506861
18170022,Quy Khu,14/09/2000,Nu ,1875228
18170023,Khap Huyet,02/05/2000,Nam,9593298
18170024,Van May,24/06/2000,Nam,9904386
18170025,Ta Truc,24/03/2000,Nam,1380010
18170026,Han Thien,23/05/2000,Nu ,3696934
18170027,Sa Tuoc,29/12/2000,Nam,6888558
18170028,Khiem Phuc,25/07/2000,Nam,9112563
18170029,Khoi Thu,18/02/2000,Nam,7263460
18170030,Van Da,01/07/2000,Nu ,8173786
18150020,Nguyen Tien Dat,08/05/2000,Nam,5436315
18150022,Tran Nguyen Thanh Dat,21/05/2000,Nam,6583531
18150024,Tran Nguyen Minh Dong,05/11/2000,Nu,7892886
18150026,Ho Thi Kim Dung,23/09/2000,Nam,4200589
18150028,Le Thi Thuy Duong,04/01/2000,Nam,1880769
18150030,Mai Quoc Duy,14/10/2000,Nu,7128167
18150032,Nguyen Thi Hong Gam,23/07/2000,Nam,7609730
18150034,Nguyen Quynh Giang,23/05/2000,Nam,4662208
18150036,Nguyen Thi Thu Ha,06/12/2000,Nu,8649955
18150038,Tran My Han,12/03/2000,Nam,4240891
18150040,Le Ngoc Thanh Hien,30/08/2000,Nam,6325659
18150042,Le Viet Hien,01/06/2000,Nu,2897949
18150044,Vo Minh Hieu,28/09/2000,Nam,5000730
18150046,Phan My Hue,28/07/2000,Nam,1665888
18150048,Nguyen Thi Kim Huong,26/12/2000,Nu,3058472
18150050,Nguyen Le Hoang Huy,11/11/2000,Nam,6868950
18150052,Tang Giac Huy,23/08/2000,Nam,5794959
18150054,Dao Thi Huyen,25/10/2000,Nu,2694830
18150056,Huynh Tan Thanh Kha,05/10/2000,Nam,3310983
18150058,Tran Van Khai,04/09/2000,Nam,3561838
18150060,Truong Vi Khang,30/10/2000,Nu,3796985
18150062,Dang Dang Khoa,17/04/2000,Nam,5539753
18150064,Nguyen Tran Nhac Khoa,18/03/2000,Nam,3300942
18150066,Ho Le Minh Khue,24/12/2000,Nu,6412820
18150068,Pham Thi Thuy Kieu,01/01/2000,Nam,4706005
18150070,Pham Tran Thien Kim,06/02/2000,Nam,3878874
18150072,Le Vinh Lam,17/04/2000,Nu,6731505
18150074,Nguy Ngoc Hoang Lan,15/08/2000,Nam,1749892
18150076,Dang Thi Yen Linh,29/05/2000,Nam,6837692
18150078,Nguyen Doan Nhu Linh,30/06/2000,Nu,4504613
