ID,Name,Birth,Sex,Idsocial
17150025,Truong Khoa,8/12/1999,Nu,9428065
17150026,Lop Thanh,2/12/1999,Nu,2855334
17150027,Duc Dao,8/11/1999,Nam,8586141
17150028, Quang Huy,3/12/1999,Nam,6089307
17150029, Thien Hao,20/12/1999,Nu,8373841
17150030,Tuan Kiet,5/12/1999,Nu,2715971
17150031,Truong  Trong Quoc,27/12/1999,Nu,9770424
17150032,Vo Hoa,14/12/1999,Nam,6894932
17110001,Tam Hoan,3/11/1999,Nam ,3502335
17110002,Hoang Kieu Huy,21/11/1999,Nam ,1791793
17110003,Cao Thanh Huy,14/11/1999,Nu,3779848
17110004,Nguyen Linh,25/12/1999,Nam ,9412817
17110005,Huynh Thuy Mi,11/11/1999,Nu,6260856
17110006,Phan  My,16/12/1999,Nam ,8429424
17110007, Tu Nhi,25/11/1999,Nam ,1577186
17110008,Th?ch Gia Quyen,9/11/1999,Nu,7853018
17110009, Han Ry,10/12/1999,Nam ,4279587
17110010,Nguy?n Le Anh Th?,3/11/1999,Nu,7403238
17110011,Thuy Tram,28/11/1999,Nam ,9606896
17110012,Trinh Quoc Cuong,9/12/1999,Nam ,6071461
17110013, Cao Anh Tu,15/12/1999,Nu,8918506
17110014,Phuong Uyen,6/12/1999,Nam ,6991680
17110015,Linh An,23/12/1999,Nu,3214474
17110016,Thuy Dung,1/11/1999,Nam ,6359534
17110017,Tung Bach,22/12/1999,Nam ,3650032
17110018,Le Minh Thu,29/11/1999,Nu,9112890
17110019,Nguye Thieu ,13/12/1999,Nam ,6417863
17110020,Le Minh Hung,10/11/1999,Nu,8978329
17110021,Le Trong Hung,8/11/1999,Nam ,2674350
17110022,Tuong Vy,1/12/1999,Nam ,4161326
17110023,Nguyen Linh,8/12/1999,Nu,1022802
17110024,Phung Minh Kha,2/12/1999,Nam ,1655020
17110025, Hoang Long,8/11/1999,Nu,8227944
17110026, Hoai Khanh Ly,3/12/1999,Nam ,9792561
17110027,Hoang My,20/12/1999,Nam ,9612049
17110028,Ky Nam,5/12/1999,Nu,1203875
17110029,Vo Thuy ,27/12/1999,Nam ,4404699
17110030,Thuy Nhien,14/12/1999,Nu,5298355
18120001,Nguyen Huu Khai Duy,6/6/2000,Nam,9733604
18120002,Dam Huy Giau,23/9/2000,Nam,9734643
18120003,Tang Nhat Hao,5/3/2000,Nu,3439917
18120004,Nguyen Dieu Linh,23/6/2000,Nam,8147434
18120005,Ngo Hong Phi Loan,12/2/2000,Nam,4697269
18120006,Nguyen Ho Nam,7/9/2000,Nu,1089851
18120007,Phan Nguyen Hoai Nam,6/8/2000,Nam,7583033
18120008,Bo Khanh Ngoc,11/8/2000,Nam,2610091
18120009,Nguyen Ba Thao Nguyen,27/11/2000,Nu,2663100
18120010,Nguyen Nhat Yen Phuong,19/1/2000,Nam,8728294
18120011,Tran Nguyen Tan,29/9/2000,Nam,7720238
18120012,Nguyen Hoang Phuc Tien,14/11/2000,Nu,2628907
18120013,Nguyen Le Phuong Trang,11/4/2000,Nam,5344463
18120014,Pham Thi Kim Thanh,15/1/2000,Nam,6274703
18120015,Pham Thi Bich Van,29/1/2000,Nu,4251249
18120016,Ly Xuan Anh,8/8/2000,Nam,6577639
18120017,Ngo Thi Kim Anh,7/7/2000,Nam,9788767
18120018,Ngo Thi Phuong Anh,22/9/2000,Nu,3352222
18120019,Nguyen Minh Tram Anh,11/3/2000,Nam,8591882
18120020,Pham My Anh,15/12/2000,Nam,6021680
18120021,Tran Thi Minh Anh,10/2/2000,Nu,6570367
18120022,Tran Ngoc Bac,6/4/2000,Nam,8647419
18120023,Vu Van Cang,19/1/2000,Nam,5607566
18120024,Doan Le Bao Chau,27/3/2000,Nu,6058715
18120025,Ha Vinh Kim Chau,11/8/2000,Nam,1579413
18120026,Doan Ngoc Uyen Chi,28/10/2000,Nam,2273272
18120027,Nguyen Ngoc Phuong Chi,26/5/2000,Nu,5617746
18120028,Phan Huu Chuc,3/12/2000,Nam,4325448
18120029,Nguyen Duy Anh Chuong,11/3/2000,Nam,2378495
18120030,Dang Quoc Cuong,12/11/2000,Nu,9983282
